Date,Adj Close
2015-08-19,46350
2015-08-20,45950
2015-08-21,45350
2015-08-24,44750
2015-08-25,43900
2015-08-26,44600
2015-08-27,44200
2015-08-28,46400
2015-08-31,46450
2015-09-01,46000
2015-09-02,45600
2015-09-03,45400
2015-09-04,44700
2015-09-07,44550
2015-09-08,44250
2015-09-09,45500
2015-09-10,46450
2015-09-11,46550
2015-09-14,46650
2015-09-15,46500
2015-09-16,48750
2015-09-17,48000
2015-09-18,47200
2015-09-21,46450
2015-09-22,46650
2015-09-23,45700
2015-09-24,45500
2015-09-25,44950
2015-09-30,45550
2015-10-01,47450
2015-10-02,46950
2015-10-05,48200
2015-10-06,48900
2015-10-07,49000
2015-10-08,49150
2015-10-12,49500
2015-10-13,48900
2015-10-14,48750
2015-10-15,49900
2015-10-16,49150
2015-10-19,49050
2015-10-20,48950
2015-10-21,49550
2015-10-22,48250
2015-10-23,50800
2015-10-26,49800
2015-10-27,49150
2015-10-28,49450
2015-10-29,49650
2015-10-30,50200
2015-11-02,49050
2015-11-03,50400
2015-11-04,52300
2015-11-05,52400
2015-11-06,51900
2015-11-09,51800
2015-11-10,51500
2015-11-11,50800
2015-11-12,50700
2015-11-13,49000
2015-11-16,49200
2015-11-17,49400
2015-11-18,49350
2015-11-19,51000
2015-11-20,51000
2015-11-23,50700
2015-11-24,51000
2015-11-25,51000
2015-11-26,51500
2015-11-27,51800
2015-11-30,50500
2015-12-01,51700
2015-12-02,51200
2015-12-03,50700
2015-12-04,49750
2015-12-07,50100
2015-12-08,49750
2015-12-09,49450
2015-12-10,49750
2015-12-11,50400
2015-12-14,49600
2015-12-15,48850
2015-12-16,50800
2015-12-17,51300
2015-12-18,50700
2015-12-21,51400
2015-12-22,52000
2015-12-23,51700
2015-12-24,51700
2015-12-28,51300
2015-12-29,50700
2015-12-30,50700
2016-01-04,49100
2016-01-05,49600
2016-01-06,47600
2016-01-07,46950
2016-01-08,49400
2016-01-11,48300
2016-01-12,49300
2016-01-13,49450
2016-01-14,48950
2016-01-15,48000
2016-01-18,47550
2016-01-19,47450
2016-01-20,47200
2016-01-21,47850
2016-01-22,48800
2016-01-25,49050
2016-01-26,48950
2016-01-27,48350
2016-01-28,49300
2016-01-29,50400
2016-02-01,51200
2016-02-02,49850
2016-02-03,49700
2016-02-04,53000
2016-02-05,52100
2016-02-11,50600
2016-02-12,49500
2016-02-15,49950
2016-02-16,50500
2016-02-17,50600
2016-02-18,50900
2016-02-19,50600
2016-02-22,50400
2016-02-23,52800
2016-02-24,53500
2016-02-25,53900
2016-02-26,53300
2016-02-29,53000
2016-03-02,55100
2016-03-03,55000
2016-03-04,54200
2016-03-07,54600
2016-03-08,53900
2016-03-09,53000
2016-03-10,53700
2016-03-11,53100
2016-03-14,53300
2016-03-15,53100
2016-03-16,52200
2016-03-17,53800
2016-03-18,53400
2016-03-21,54000
2016-03-22,53200
2016-03-23,55000
2016-03-24,54800
2016-03-25,55200
2016-03-28,55400
2016-03-29,57400
2016-03-30,58400
2016-03-31,59000
2016-04-01,57700
2016-04-04,57800
2016-04-05,57100
2016-04-06,58400
2016-04-07,58800
2016-04-08,58400
2016-04-11,58800
2016-04-12,59100
2016-04-14,59900
2016-04-15,57800
2016-04-18,58000
2016-04-19,57600
2016-04-20,55900
2016-04-21,57600
2016-04-22,56500
2016-04-25,56900
2016-04-26,55800
2016-04-27,56200
2016-04-28,56100
2016-04-29,55300
2016-05-02,55000
2016-05-03,55300
2016-05-04,52800
2016-05-09,52900
2016-05-10,53400
2016-05-11,53500
2016-05-12,53000
2016-05-13,51600
2016-05-16,51600
2016-05-17,51800
2016-05-18,51200
2016-05-19,50800
2016-05-20,50500
2016-05-23,51300
2016-05-24,50800
2016-05-25,51600
2016-05-26,51900
2016-05-27,52900
2016-05-30,52700
2016-05-31,52400
2016-06-01,51500
2016-06-02,51400
2016-06-03,51000
2016-06-07,52800
2016-06-08,52200
2016-06-09,51000
2016-06-10,51300
2016-06-13,51700
2016-06-14,50700
2016-06-15,49350
2016-06-16,49000
2016-06-17,49000
2016-06-20,49150
2016-06-21,48250
2016-06-22,49750
2016-06-23,49000
2016-06-24,47500
2016-06-27,47800
2016-06-28,47150
2016-06-29,47850
2016-06-30,47450
2016-07-01,48450
2016-07-04,49350
2016-07-05,48050
2016-07-06,47100
2016-07-07,47650
2016-07-08,47350
2016-07-11,48050
2016-07-12,48350
2016-07-13,47850
2016-07-14,49800
2016-07-15,50000
2016-07-18,50000
2016-07-19,49550
2016-07-20,49650
2016-07-21,49250
2016-07-22,49200
2016-07-25,49250
2016-07-26,48800
2016-07-27,48700
2016-07-28,48050
2016-07-29,48100
2016-08-01,48300
2016-08-02,47400
2016-08-03,47250
2016-08-04,48050
2016-08-05,48300
2016-08-08,48400
2016-08-09,48650
2016-08-10,48650
2016-08-11,49100
2016-08-12,49750
2016-08-16,49450
2016-08-17,50100
2016-08-18,50100
2016-08-19,50900
2016-08-22,50500
2016-08-23,49150
2016-08-24,49500
2016-08-25,50400
2016-08-26,50400
2016-08-29,49350
2016-08-30,49450
2016-08-31,49400
2016-09-01,49900
2016-09-02,49700
2016-09-05,50200
2016-09-06,50400
2016-09-07,50600
2016-09-08,51700
2016-09-09,51300
2016-09-12,50600
2016-09-13,51500
2016-09-19,50800
2016-09-20,50100
2016-09-21,51700
2016-09-22,51400
2016-09-23,52700
2016-09-26,53200
2016-09-27,53600
2016-09-28,52600
2016-09-29,53500
2016-09-30,53500
2016-10-04,52400
2016-10-05,52500
2016-10-06,51500
2016-10-07,52000
2016-10-10,52600
2016-10-11,53300
2016-10-12,52300
2016-10-13,52300
2016-10-14,51900
2016-10-17,51700
2016-10-18,52800
2016-10-19,52300
2016-10-20,52900
2016-10-21,51800
2016-10-24,52600
2016-10-25,52800
2016-10-26,51400
2016-10-27,51800
2016-10-28,51900
2016-10-31,51100
2016-11-01,52300
2016-11-02,53800
2016-11-03,53400
2016-11-04,53800
2016-11-07,53700
2016-11-08,53700
2016-11-09,53800
2016-11-10,54500
2016-11-11,54400
2016-11-14,55000
2016-11-15,54800
2016-11-16,55000
2016-11-17,54600
2016-11-18,54600
2016-11-21,54100
2016-11-22,55500
2016-11-23,55900
2016-11-24,55800
2016-11-25,55500
2016-11-28,55400
2016-11-29,55200
2016-11-30,54400
2016-12-01,54700
2016-12-02,54700
2016-12-05,54700
2016-12-06,55100
2016-12-07,55000
2016-12-08,56200
2016-12-09,55600
2016-12-12,55600
2016-12-13,55100
2016-12-14,54700
2016-12-15,54800
2016-12-16,54600
2016-12-19,54200
2016-12-20,53700
2016-12-21,53600
2016-12-22,53800
2016-12-23,53600
2016-12-26,54200
2016-12-27,54400
2016-12-28,53800
2016-12-29,54100
2017-01-02,54300
2017-01-03,54600
2017-01-04,53600
2017-01-05,53200
2017-01-06,53800
2017-01-09,53200
2017-01-10,52600
2017-01-11,53100
2017-01-12,53600
2017-01-13,54200
2017-01-16,54100
2017-01-17,54500
2017-01-18,53800
2017-01-19,53200
2017-01-20,52800
2017-01-23,51900
2017-01-24,52000
2017-01-25,51400
2017-01-26,51400
2017-01-31,51000
2017-02-01,51700
2017-02-02,51700
2017-02-03,51000
2017-02-06,50900
2017-02-07,51300
2017-02-08,52000
2017-02-09,50900
2017-02-10,53800
2017-02-13,54200
2017-02-14,54900
2017-02-15,55700
2017-02-16,55000
2017-02-17,54700
2017-02-20,54500
2017-02-21,55000
2017-02-22,54200
2017-02-23,53900
2017-02-24,54000
2017-02-27,54300
2017-02-28,55500
2017-03-02,55600
2017-03-03,55000
2017-03-06,53900
2017-03-07,54200
2017-03-08,54100
2017-03-09,53700
2017-03-10,54200
2017-03-13,54000
2017-03-14,54600
2017-03-15,54800
2017-03-16,55200
2017-03-17,56300
2017-03-20,55900
2017-03-21,56800
2017-03-22,55700
2017-03-23,56100
2017-03-24,56900
2017-03-27,56400
2017-03-28,56900
2017-03-29,56900
2017-03-30,57800
2017-03-31,59100
2017-04-03,58100
2017-04-04,57300
2017-04-05,56800
2017-04-06,57300
2017-04-07,57400
2017-04-10,57100
2017-04-11,58000
2017-04-12,58200
2017-04-13,58200
2017-04-14,57200
2017-04-17,57300
2017-04-18,58000
2017-04-19,58900
2017-04-20,58000
2017-04-21,57600
2017-04-24,58300
2017-04-25,59800
2017-04-26,59800
2017-04-27,60600
2017-04-28,59300
2017-05-02,59200
2017-05-04,59100
2017-05-08,59100
2017-05-10,58700
2017-05-11,59800
2017-05-12,62000
2017-05-15,62700
2017-05-16,64800
2017-05-17,63400
2017-05-18,64800
2017-05-19,65000
2017-05-22,67700
2017-05-23,69100
2017-05-24,68800
2017-05-25,71600
2017-05-26,72000
2017-05-29,73100
2017-05-30,73500
2017-05-31,72900
2017-06-01,73200
2017-06-02,73800
2017-06-05,73200
2017-06-07,72800
2017-06-08,70200
2017-06-09,70800
2017-06-12,70000
2017-06-13,69900
2017-06-14,68800
2017-06-15,67100
2017-06-16,66800
2017-06-19,66600
2017-06-20,65600
2017-06-21,67300
2017-06-22,66800
2017-06-23,67000
2017-06-26,65800
2017-06-27,67500
2017-06-28,68300
2017-06-29,68000
2017-06-30,68200
2017-07-03,69700
2017-07-04,68800
2017-07-05,68400
2017-07-06,68000
2017-07-07,69200
2017-07-10,69500
2017-07-11,71400
2017-07-12,71300
2017-07-13,70600
2017-07-14,73000
2017-07-17,73400
2017-07-18,72000
2017-07-19,72200
2017-07-20,73400
2017-07-21,73100
2017-07-24,73000
2017-07-25,72600
2017-07-26,74900
2017-07-27,73500
2017-07-28,73900
2017-07-31,75400
2017-08-01,76700
2017-08-02,76000
2017-08-03,73500
2017-08-04,74800
2017-08-07,74400
2017-08-08,75100
2017-08-09,75000
2017-08-10,72700
2017-08-11,72600
2017-08-14,70600
2017-08-16,67400
2017-08-17,68000
2017-08-18,68000
2017-08-21,69600
2017-08-22,69500
2017-08-23,68600
2017-08-24,68000
2017-08-25,68100
2017-08-28,68800
2017-08-29,69100
2017-08-30,69900
2017-08-31,70600
2017-09-01,68800
2017-09-04,67700
2017-09-05,66700
2017-09-06,66000
2017-09-07,66000
2017-09-08,66700
2017-09-11,67700
2017-09-12,67400
2017-09-13,67000
2017-09-14,66000
2017-09-15,67100
2017-09-18,66000
2017-09-19,65400
2017-09-20,66100
2017-09-21,66400
2017-09-22,64600
2017-09-25,64000
2017-09-26,65500
2017-09-27,65800
2017-09-28,64600
2017-09-29,65600
2017-10-10,67900
2017-10-11,65800
2017-10-12,66800
2017-10-13,67200
2017-10-16,66100
2017-10-17,65800
2017-10-18,66700
2017-10-19,68300
2017-10-20,68300
2017-10-23,68000
2017-10-24,68200
2017-10-25,67300
2017-10-26,66100
2017-10-27,66300
2017-10-30,67800
2017-10-31,66200
2017-11-01,66400
2017-11-02,65700
2017-11-03,65600
2017-11-06,65800
2017-11-07,68000
2017-11-08,66800
2017-11-09,67800
2017-11-10,66300
2017-11-13,64000
2017-11-14,62500
2017-11-15,59700
2017-11-16,60300
2017-11-17,60200
2017-11-20,60500
2017-11-21,60300
2017-11-22,60400
2017-11-23,61000
2017-11-24,60500
2017-11-27,60600
2017-11-28,60500
2017-11-29,61200
2017-11-30,61100
2017-12-01,60700
2017-12-04,60900
2017-12-05,60200
2017-12-06,60400
2017-12-07,60400
2017-12-08,60200
2017-12-11,59500
2017-12-12,59800
2017-12-13,60900
2017-12-14,59800
2017-12-15,61700
2017-12-18,61400
2017-12-19,61500
2017-12-20,61600
2017-12-21,61800
2017-12-22,62100
2017-12-26,62400
2017-12-27,61800
2017-12-28,62200
2018-01-02,62500
2018-01-03,61300
2018-01-04,62000
2018-01-05,62200
2018-01-08,61800
2018-01-09,62300
2018-01-10,65300
2018-01-11,64000
2018-01-12,64800
2018-01-15,66800
2018-01-16,66800
2018-01-17,65700
2018-01-18,63600
2018-01-19,64600
2018-01-22,65800
2018-01-23,66300
2018-01-24,66500
2018-01-25,67600
